"","source","target","ligand.complex","receptor.complex","aggregate_rank","mean_rank","natmi.edge_specificity","natmi.rank","connectome.weight_sc","connectome.rank","logfc.logfc_comb","logfc.rank","sca.LRscore","sca.rank","cellphonedb.pvalue","cellphonedb.rank"
"8768","Nonswitched memory B cells","Classical Monocytes","HLA-DMB","CD4",0.028442590062761,15355.5,0.00829088647803475,6458,0.891112636036217,9691,1.1091841773146,5560,0.915888081957448,29066,0,26002.5
"8769","CD4+ naive T cells","CD8+ naive T cells","HLA-A","CD3D",0.028450042288683,19950.5,0.0032330116131691,20785,0.457737845052435,26832,0.441098696612323,23664,0.975310028753671,2469,0,26002.5
"8770","Others","Pre-pro-B cells","HLA-B","CANX",0.028450111288446,18913.5,0.00136338848983671,41581,0.713321578784207,14445,0.984646449634679,7341,0.969394034833764,5198,0,26002.5
"8771","Conventional dendritic cell 2","GammaDelta T cells","GRN","TNFRSF1B",0.0284712546664222,16009.7,0.00442423359960787,14842,1.03097573429239,7268,1.14527949455293,5100,0.921305294181603,26836,0,26002.5
"8772","GammaDelta T cells","Myelocytes","CIRBP","TREM1",0.0284765597373373,16796.7,0.00669321558200664,8804,0.62635597516003,17703,0.700301132275309,13417,0.942524489672679,18057,0,26002.5
"8773","Nonswitched memory B cells","Classical Monocytes","HLA-DRB5","CD4",0.0284802105816318,16462.7,0.00650066772708916,9178,0.755805058459102,13148,1.08247321070841,5923,0.918333292469423,28062,0,26002.5
"8774","CD69+PD-1+ memory CD4+ T cells","Non-classical monocytes","ICAM3","ITGAL",0.0284818655990214,22683.9,0.00364399035959872,18389,0.521897292316377,22860,0.534399332199587,19330,0.92130199476808,26838,0,26002.5
"8775","CD8+CD103+ tissue resident memory T cells","Immature B cells","TGFB1","CXCR4",0.0284818655990214,17531.5,0.00242395066758891,26838,0.670718118155491,16000,1.02544075699899,6742,0.955963490386057,12075,0,26002.5
"8776","Classical Monocytes","Non-classical monocytes","LGALS9","PTPRC",0.0284924796950498,20060.1,0.002423819466307,26840,0.630956559366509,17536,0.762048603931198,11788,0.942326512145631,18134,0,26002.5
"8777","Nonswitched memory B cells","Plasmacytoid dendritic cells","HLA-DOB","CD4",0.0284938954952372,14237.3,0.0470069634438381,400,1.30967862723984,4165,1.03818044465932,6541,0.903718918208614,34078,0,26002.5
"8778","Myelocytes","Plasma cells","HMGB1","SDC1",0.0284963532596772,10534.1,0.0180336902257942,1846,3.38837441381669,172,0.923996941625873,8347,0.946861983912883,16303,0,26002.5
"8779","GammaDelta T cells","CD8+CD103+ tissue resident memory T cells","CD48","CD2",0.0285030969552147,19190.7,0.00448433228484134,14603,0.457526014085186,26842,0.660125169043608,14655,0.952140893397571,13851,0,26002.5
"8780","Non-classical monocytes","Non-classical monocytes","TIMP1","CD63",0.0285103329074547,11213.1,0.00452842226531037,14453,1.37082094055044,3669,1.55066299177163,1829,0.960028330622177,10112,0,26002.5
"8781","Myelocytes","Conventional dendritic cell 1","VCAN","ITGB1",0.0285313080724669,12144.1,0.0095666647285388,5224,1.07867137544897,6544,1.26220096338183,3841,0.939838139697182,19109,0,26002.5
"8782","Conventional dendritic cell 2","CD8+CD103+ tissue resident memory T cells","HLA-B","CD8B",0.028534967727603,19251.1,0.00497635817888876,12923,0.457465231073749,26848,0.494467130902554,21029,0.961291923618216,9453,0,26002.5
"8783","GammaDelta T cells","Pro-B cells","CD99","CD81",0.028534967727603,15234.1,0.00357302998057832,18785,0.926750336688291,9010,1.05713935728461,6263,0.947310885540834,16110,0,26002.5
"8784","HSCs & MPPs","CD8+ central memory T cells","HLA-DPB1","LAG3",0.0285402822935809,19834.5,0.00606770758824449,10088,0.694739838339621,15090,0.492107419156928,21143,0.921285266147494,26849,0,26002.5
"8785","Nonswitched memory B cells","HSCs & MPPs","ADAM28","ITGA4",0.0285615484766786,16387.3,0.00592654815248443,10396,0.938508061291259,8802,0.841700077128832,9883,0.921281051036753,26853,0,26002.5
"8786","GammaDelta T cells","CD69+PD-1+ memory CD4+ T cells","B2M","CD3D",0.0285615484766786,18321.3,0.00242273877309172,26853,0.52683224687786,22570,0.639054659373008,15340,0.980275561235379,841,0,26002.5
"8787","Class switched memory B cells","CD8+ effector memory T cells","HLA-A","CD8A",0.0285631024317105,13243.9,0.00695935509058521,8351,0.712820888207339,14460,0.844590189301775,9826,0.964904628234612,7580,0,26002.5
"8788","Conventional dendritic cell 1","Late promyelocytes","HSP90B1","TLR2",0.0285781924083686,21003.3,0.00517561974266044,12305,0.73342000087692,13789,0.666410638142881,14462,0.892889247347481,38458,0,26002.5
"8789","CD69+PD-1+ memory CD4+ T cells","Plasma cells","HMGB1","SDC1",0.0285867478762843,15858.4,0.01802767709303,1849,3.38817379893846,173,0.982458207696669,7380,0.946853593506731,16305,0.00700000000000001,53585
"8790","Non-classical monocytes","CD8+CD103+ tissue resident memory T cells","HLA-C","CD3D",0.0285932881517723,12840.3,0.00452437730947038,14464,0.767066607734012,12823,0.847703046820067,9769,0.979161761671018,1143,0,26002.5
"8791","Classical Monocytes","Non-classical monocytes","HLA-DQB1","CD4",0.0286147693997033,19713.7,0.00467306913389253,13952,0.591822231937602,19177,0.730445152927163,12574,0.921259566862751,26863,0,26002.5
"8792","GammaDelta T cells","Pro-B cells","CALM1","MYLK",0.0286200958524267,14018.1,0.00660446913855058,8973,1.30694229214981,4191,0.804370871462675,10713,0.936987129686626,20211,0,26002.5
"8793","Pre-B cells","Plasmacytoid dendritic cells","COPA","CD74",0.028625423098308,14244.1,0.00242109418067889,26865,1.11949859415882,5994,1.44432225609333,2447,0.960431397816713,9912,0,26002.5
"8794","Erythro-myeloid progenitors","Classical Monocytes","LGALS9","CD44",0.028630751137436,20050.7,0.00242107938521607,26866,0.64295107201177,17059,0.810229660000099,10563,0.938141906867528,19763,0,26002.5
"8795","Plasmacytoid dendritic cells","Others","GNAI2","S1PR5",0.028631226808264,13500.5,0.0110528138924971,4167,1.10609288651188,6187,1.03738776684014,6552,0.926573518242842,24594,0,26002.5
"8796","Classical Monocytes","Immature B cells","LGALS1","PTPRC",0.0286537288192681,17463.7,0.00171197316265169,35387,0.71259117939584,14472,1.22400363839653,4203,0.965506487094771,7254,0,26002.5
"8797","Nonswitched memory B cells","Classical Monocytes","PTPN6","CLEC12A",0.0286612903959921,17778.9,0.00534964240279371,11820,0.842421773531285,10822,0.968794549484485,7606,0.907338013424262,32644,0,26002.5
"8798","Conventional dendritic cell 2","NK resident","VCAN","ITGB1",0.0286627360353437,20656.7,0.00535945311288516,11787,0.475444917557289,25685,0.71723109736145,12937,0.921214048713241,26872,0,26002.5
"8799","CD4+ memory T cells","Early promyelocytes","HLA-B","CANX",0.0286688534162193,18209.1,0.001811769215904,33876,0.748024832009185,13367,0.666177812965547,14474,0.97334187989446,3326,0,26002.5
"8800","Pre-B cells","Classical Monocytes","CD99","PILRA",0.0286734040179691,20266.9,0.00470706013745256,13830,0.674349236385656,15843,0.548260776225542,18785,0.921212441983535,26874,0,26002.5
"8801","CD8+CD103+ tissue resident memory T cells","Plasmacytoid dendritic cell progenitors","CALM1","INSR",0.0287107669742013,23241.9,0.00272396648811715,24330,0.589232749738897,19324,0.525793052359029,19672,0.921202301147872,26881,0,26002.5
"8802","Non-classical monocytes","CD8+ effector memory T cells","HLA-C","CD3G",0.0287142618604034,12709.3,0.0057457062838606,10794,0.712383336766508,14480,0.924920099233564,8335,0.971998741811127,3935,0,26002.5
"8803","Class switched memory B cells","GammaDelta T cells","HLA-E","KLRC1_KLRD1",0.0287142618604034,14715.7,0.004520608099176,14480,0.720395519697955,14212,0.863709557389473,9452,0.961341005195479,9432,0,26002.5
"8804","NK resident","HSCs & MPPs","SELPLG","SELL",0.0287321347155792,22621.7,0.0032513613235217,20681,0.528507055749191,22481,0.592453506574224,17059,0.921191093530128,26885,0,26002.5
"8805","CD8+ effector memory T cells","Non-classical monocytes","LGALS1","PTPRC",0.0287321347155792,16199.3,0.00241943528944633,26885,0.666641970457922,16157,0.977157794593405,7460,0.97082475298015,4492,0,26002.5
"8806","Megakaryocyte progenitors","CD8+ effector memory T cells","VWF","ITGB1",0.0287377071370388,18587.9,0.0431533479860301,469,1.66597496440037,1854,0.733947890372003,12488,0.854609394923327,52126,0,26002.5
"8807","Conventional dendritic cell 2","GammaDelta T cells","CD48","CD2",0.0287535151772701,19848.9,0.0045771035657268,14289,0.456889102763649,26889,0.557305026518908,18434,0.95260528883192,13630,0,26002.5
"8808","Conventional dendritic cell 1","Conventional dendritic cell 1","LMAN1","MCFD2",0.028762536207637,33332.5,0.00195625999486344,31911,0.497480469796547,24301,0.278533888826995,33391,0.857877207336638,51057,0,26002.5
"8809","Classical Monocytes","Megakaryocyte progenitors","APP","ADRA2A",0.0287689760257474,26733.5,0.00916043699053619,5569,1.41155250390754,3347,0.37290978930721,27461,0.760504471330055,71288,0,26002.5
"8810","Pre-B cells","CD4+ memory T cells","HLA-B","CD3D",0.0287695588746595,20574.9,0.0031350349905892,21402,0.456868079524877,26892,0.384176070618349,26817,0.977173569136404,1761,0,26002.5
"8811","Late promyelocytes","Pre-B cells","RETN","CAP1",0.0287815194212559,11219.5,0.0094062339559425,5340,1.07728543795047,6564,1.30216592759048,3467,0.950322865059662,14724,0,26002.5
"8812","Classical Monocytes","Plasmacytoid dendritic cells","APP","CD74",0.0287824720523682,18157.1,0.00138844354720488,41072,1.0540204177072,6909,1.46589040256713,2313,0.9507507036378,14489,0,26002.5
"8813","GammaDelta T cells","Megakaryocyte progenitors","CALM1","MYLK",0.0287856097328153,17111.1,0.00452837781449953,14454,0.974071851653996,8200,0.770828394128969,11576,0.924884306992129,25323,0,26002.5
"8814","GammaDelta T cells","Megakaryocyte progenitors","CALM1","HMMR",0.0288123770823992,20339.9,0.00338253524358778,19886,0.614082170349352,18221,0.698452598885398,13467,0.927604811867238,24123,0,26002.5
"8815","Conventional dendritic cell 1","Pro-B cells","LILRB4","LAIR1",0.0288204172108926,18938.9,0.00607008652606283,10081,1.17357272973662,5368,0.665598996112377,14494,0.892184781831399,38749,0,26002.5
"8816","Pre-pro-B cells","Small pre-B cell","CD99","CD81",0.0288204172108926,12395.5,0.00451566314630338,14494,1.13809894410701,5744,1.48411331296488,2197,0.95285736760523,13540,0,26002.5
"8817","GammaDelta T cells","Pro-B cells","CALM1","INSR",0.028823089596068,22635.1,0.00271964192263984,24366,0.595218589029375,19042,0.597737363387474,16863,0.921144615262282,26902,0,26002.5
"8818","Others","Erythro-myeloid progenitors","ANXA1","ADRA2A",0.0288284635763121,16920.1,0.0179636836698981,1857,1.88077299417306,1115,0.502733395515258,20682,0.901672907917791,34944,0,26002.5
"8819","NK exhausted","Conventional dendritic cell 2","HLA-B","LILRB1",0.0288338052958515,20659.7,0.0024175939553489,26904,0.637864137474263,17255,0.814565737284155,10457,0.930962457790817,22680,0,26002.5
"8820","Pre-B cells","CD8+ effector memory T cells","PKM","CD44",0.0288391643407582,17727.9,0.00241743502291562,26905,0.674451871382476,15839,0.875399711364926,9229,0.958959747551381,10664,0,26002.5
"8821","GammaDelta T cells","Pre-B cells","CALM1","INSR",0.0288445241824601,22770.9,0.00271879939070117,24378,0.595097612829176,19046,0.579752106055526,17522,0.921133361455921,26906,0,26002.5
"8822","Plasmacytoid dendritic cells","CD4+ memory T cells","APP","LRP10",0.0288568524281967,12543.1,0.00819546390367307,6570,2.06831892112358,744,1.20411054811381,4424,0.925628121917325,24975,0,26002.5
"8823","CD8+ central memory T cells","Myelocytes","ANXA1","FPR1",0.028865971518996,20424.3,0.00681410864401424,8575,0.500079318801525,24120,0.606905446769028,16514,0.921123809393893,26910,0,26002.5
"8824","Classical Monocytes","CD8+CD103+ tissue resident memory T cells","HLA-B","CD3G",0.0288713353460064,18824.1,0.00371749842172645,18006,0.456622613847057,26911,0.581965131479638,17430,0.96831340073242,5771,0,26002.5
"8825","Pro-B cells","Plasmacytoid dendritic cells","HLA-DRB1","CD4",0.0288736012103368,12247.5,0.00858941282531712,6110,1.07072615552325,6667,0.945566097850882,7957,0.950733398457138,14501,0,26002.5
"8826","Conventional dendritic cell 2","CD8+ effector memory T cells","VCAN","ITGA4",0.0288766999703452,20568.3,0.00415452969602862,15903,0.521702546840059,22868,0.78700411680653,11156,0.921117510192436,26912,0,26002.5
"8827","CD8+ central memory T cells","Small pre-B cell","CALM3","MYLK",0.0288812047157426,17355.7,0.00606075515502084,10110,1.4582043208373,3019,0.665354738141794,14502,0.906141644894985,33145,0,26002.5
"8828","Late promyelocytes","CD8+ effector memory T cells","S100A8","ITGB2",0.0288812047157426,13284.1,0.00544654661298342,11539,0.71201721313055,14502,0.887713379469883,9012,0.969076436781637,5365,0,26002.5
"8829","Classical Monocytes","NK exhausted","CD55","ADGRE5",0.0288820653921011,20680.9,0.00378388249242729,17635,0.544222106616373,21573,0.782808299041489,11281,0.921110272230316,26913,0,26002.5
"8830","Conventional dendritic cell 2","Classical Monocytes","HLA-B","LILRA1",0.0289035350550751,20914.1,0.00474879398727225,13672,0.579919553410019,19790,0.382420933329719,26917,0.942204293837599,18189,0,26002.5
"8831","GammaDelta T cells","Early erythroid progenitor","B2M","TFRC",0.0289035350550751,15321.9,0.00352401958475061,19045,0.869680285042684,10186,0.54095816829835,19064,0.975686966765016,2312,0,26002.5
"8832","Nonswitched memory B cells","CD4+ memory T cells","HLA-DQA1","CD4",0.0289040239223959,17173.5,0.00580470796587325,10656,0.843704038657862,10794,1.08226619628478,5928,0.907706285850409,32487,0,26002.5
"8833","NK exhausted","Others","CD99","PILRB",0.0289089044652507,20636.3,0.00287205322417504,23192,0.624894859278572,17762,0.870463298331374,9307,0.921092101084079,26918,0,26002.5
"8834","Plasmacytoid dendritic cells","CD8+ effector memory T cells","SELPLG","ITGB2",0.0289268561681753,12001.3,0.00741956683126789,7586,1.00424800091495,7720,1.22545923129816,4190,0.950715415396348,14508,0,26002.5
"8835","GammaDelta T cells","Early erythroid progenitor","CALR","ITGA2B",0.0289357634871679,16133.3,0.00570695027790906,10887,1.84601665526738,1194,0.597489586347503,16872,0.923908721338946,25711,0,26002.5
"8836","Classical Monocytes","Megakaryocyte progenitors","SELPLG","SELP",0.028944898387316,22524.3,0.0248922625701245,1097,1.49392618988595,2794,0.507316632444255,20490,0.817427633777052,62238,0,26002.5
"8837","Nonswitched memory B cells","CD8+CD103+ tissue resident memory T cells","HLA-C","CD3D",0.0289518884803516,19936.5,0.00324290626980234,20731,0.456421245582531,26926,0.442041161710442,23620,0.975479081928776,2403,0,26002.5
"8838","Megakaryocyte progenitors","Lymphomyeloid prog","SPARC","ENG",0.0289574902301423,18044.5,0.0161791383563473,2213,2.23280530187673,519,1.03533728275188,6578,0.845699629001173,54910,0,26002.5
"8839","Early promyelocytes","Non-classical monocytes","CD99","PILRA",0.0289649388991017,10504.1,0.0128057951150979,3237,1.88892077418796,1095,0.964690458221929,7673,0.950703667188312,14513,0,26002.5
"8840","Others","CD69+PD-1+ memory CD4+ T cells","HLA-B","CD3G",0.0289680206614965,19872.7,0.00241478383898686,26929,0.499403080733062,24158,0.728312716698206,12642,0.960982327733565,9632,0,26002.5
"8841","CD8+CD103+ tissue resident memory T cells","NK exhausted","ICAM3","ITGAL",0.0289787794434248,21618.7,0.00362086613201879,18526,0.509652732862107,23553,0.712229223345738,13081,0.921070900156665,26931,0,26002.5
"8842","Conventional dendritic cell 2","Others","ITGB2","CD226",0.0289895414217825,16547.5,0.00918488285436843,5546,0.717349333372099,14302,0.837885532571848,9954,0.921067969978392,26933,0,26002.5
"8843","CD8+ naive T cells","CD8+ central memory T cells","HLA-E","KLRC3_KLRD1",0.0289895414217825,21900.5,0.00262223747490096,25141,0.456320056335427,26933,0.605799052545976,16551,0.949969908588703,14875,0,26002.5
"8844","Lymphomyeloid prog","Non-classical monocytes","HLA-B","LILRB2",0.0289952865396522,14510.9,0.00818959866036521,6581,1.4524632332826,3057,0.323036031838541,30489,0.967025228294669,6425,0,26002.5
"8845","NK resident","Non-classical monocytes","ICAM2","ITGAL_ITGB2",0.0290056903841821,20488.9,0.00333879695543573,20154,0.627121149553006,17669,0.766168221231027,11683,0.921060655002821,26936,0,26002.5
"8846","Nonswitched memory B cells","CD4+ naive T cells","B2M","CD3G",0.029011074970635,19423.1,0.00383114770706197,17388,0.456223771724625,26937,0.42177414497588,24678,0.976172981640243,2110,0,26002.5
"8847","GammaDelta T cells","Early erythroid progenitor","CALM1","KCNN4",0.0290164603567294,20734.5,0.00480599667827751,13474,0.619453716437631,17998,0.523660089229304,19764,0.922205427704738,26434,0,26002.5
"8848","CD8+ effector memory T cells","CD4+ memory T cells","SPON2","ITGB1",0.0290272335281992,20134.1,0.00414906685494417,15929,0.547545859467892,21400,0.81742920421622,10399,0.921054974375167,26940,0,26002.5
"8849","GammaDelta T cells","Early promyelocytes","HLA-A","APLP2",0.0290272335281992,13118.3,0.00310983648224408,21584,0.985716501005091,8003,0.997866864106563,7150,0.974422944072767,2852,0,26002.5
"8850","Classical Monocytes","Megakaryocyte progenitors","S100A8","ITGB2",0.029033114028372,19233.7,0.00127169368555842,43510,1.09263636508196,6349,2.0600067719105,513,0.938051936352117,19794,0,26002.5
"8851","Conventional dendritic cell 1","Conventional dendritic cell 1","SPINT1","ST14",0.0290407559494159,29626.7,0.0179313271631976,1864,0.912750594546439,9287,0.231775430153334,36491,0.708905644062884,74489,0,26002.5
"8852","CD8+ central memory T cells","GammaDelta T cells","CD48","CD2",0.0290412131402218,19085.7,0.00450900420600637,14523,0.44839322535292,27454,0.692623914588313,13651,0.952265749676955,13798,0,26002.5
"8853","Classical Monocytes","Megakaryocyte progenitors","S100A9","ITGB2",0.0290583496808325,19585.3,0.00118686227454392,45475,1.10516888048772,6197,2.11460538896409,437,0.938007489932276,19815,0,26002.5
"8854","Conventional dendritic cell 1","CD69+PD-1+ memory CD4+ T cells","CD48","CD2",0.0290595722432701,20483.3,0.00435975155143874,15087,0.456078433458757,26946,0.512482434154949,20249,0.951494851933949,14132,0,26002.5
"8855","Conventional dendritic cell 2","Others","ICAM3","ITGAL",0.0290595722432701,22311.3,0.00361718775504471,18553,0.513092665832151,23356,0.601891913597497,16699,0.921033946484078,26946,0,26002.5
"8856","Others","NK resident","CALM1","PTPRA",0.0290595722432701,20452.5,0.00241299119385489,26946,0.56536103693304,20496,0.826255806420005,10197,0.94115070062142,18621,0,26002.5
"8857","CD4+ naive T cells","Classical Monocytes","ANXA1","FPR1",0.0290811473943297,19598.1,0.00679535567095514,8608,0.713041279692203,14449,0.47437319385487,21981,0.921023637628641,26950,0,26002.5
"8858","Conventional dendritic cell 2","CD8+ naive T cells","VCAN","CD44",0.0290865431838715,19601.3,0.00497306087597092,12934,0.456039875529356,26951,0.645864775942894,15139,0.945276432832394,16980,0,26002.5
"8859","Conventional dendritic cell 1","Conventional dendritic cell 1","TGS1","RXRA",0.0290923688417958,50933.9,0.00122602248940495,44577,0.120115864564205,54669,-0.0414379463996385,54495,0.691611261923059,74926,0,26002.5
"8860","Plasmacytoid dendritic cells","Myelocytes","APP","RPSA",0.0291023370525111,10879.1,0.00450539904814857,14531,1.83713716208174,1225,0.862564802585333,9474,0.973726169400871,3163,0,26002.5
"8861","Non-classical monocytes","NK exhausted","HLA-B","KIR2DL3",0.0291176325581937,12565.7,0.0106745359807851,4394,0.996266302847808,7835,0.833092621978834,10064,0.950685714775868,14533,0,26002.5
"8862","CD8+CD103+ tissue resident memory T cells","Late promyelocytes","LTB","TNFRSF1A",0.0291243361405493,25054.7,0.00295875040146207,22602,0.460052209375652,26680,0.45376075976243,23031,0.921000322693423,26958,0,26002.5
"8863","CD69+PD-1+ memory CD4+ T cells","CD8+ effector memory T cells","LCK","CD8A_CD8B",0.0291297383396998,19248.1,0.00971913106772614,5109,0.535198171831792,22087,0.618369277685877,16083,0.920999512314014,26959,0,26002.5
"8864","GammaDelta T cells","Plasmacytoid dendritic cells","HLA-B","LILRB1",0.0291351413404528,17194.5,0.00400560005825135,16562,0.716656661698712,14321,0.74405296824806,12206,0.945526563201668,16881,0,26002.5
"8865","NK resident","GammaDelta T cells","SELPLG","ITGB2",0.0291405451428974,23204.3,0.00271159245042743,24437,0.455885886041288,26961,0.766856519897863,11669,0.921021748007719,26952,0,26002.5
"8866","Late promyelocytes","Non-classical monocytes","S100A9","ITGB2",0.0291405867178024,13900.9,0.00531947418526154,11912,0.797229308097071,12018,0.664002352162067,14536,0.969727489937938,5036,0,26002.5
"8867","Classical Monocytes","Megakaryocyte progenitors","VCAN","SELL",0.0291467836682667,19188.9,0.00231771459996499,27861,1.09171868338204,6366,1.23418392909721,4114,0.909815818542214,31601,0,26002.5
"8868","GammaDelta T cells","Plasmacytoid dendritic cells","HLA-A","LILRB1",0.0291513551532183,17678.3,0.00420067948897483,15729,0.701755741012504,14862,0.701048480960086,13400,0.941697078709747,18398,0,26002.5
"8869","GammaDelta T cells","Plasmacytoid dendritic cells","HLA-DPB1","CD4",0.0291567613612731,20297.7,0.00373131599682673,17934,0.746757911356005,13404,0.429904357738362,24243,0.937780585094922,19905,0,26002.5
"8870","Myelocytes","Conventional dendritic cell 2","VCAN","ITGB1",0.0291594309670549,12168.7,0.00943519975099752,5314,1.07542994737056,6594,1.28350290479867,3651,0.939445750558366,19282,0,26002.5
"8871","GammaDelta T cells","Plasmacytoid dendritic cells","HLA-C","LILRB1",0.0291621683713764,16798.5,0.00437138840277253,15040,0.745959797490989,13420,0.766313349918498,11680,0.943077868017536,17850,0,26002.5
"8872","GammaDelta T cells","Plasmacytoid dendritic cells","HLA-C","NOTCH4",0.0291675761836175,10674.7,0.0176693151116272,1904,1.70419884712067,1684,0.897042195900559,8859,0.949837350651713,14924,0,26002.5
"8873","Classical Monocytes","CD8+ effector memory T cells","SELPLG","ITGB2",0.0291675761836175,22015.9,0.00270849772885707,24457,0.513103604620734,23355,0.871070441869868,9299,0.920980205097119,26966,0,26002.5
"8874","Lymphomyeloid prog","Plasmacytoid dendritic cell progenitors","CD34","SELL",0.0291712126195882,10630.9,0.011424851469419,3941,1.95151188523627,965,0.961967444891428,7706,0.950673034407065,14540,0,26002.5
"8875","GammaDelta T cells","Plasmacytoid dendritic cells","HLA-DPA1","CD4",0.0291838044340597,21682.9,0.00326768063459101,20587,0.725657477157047,14031,0.431607342262828,24167,0.928711383303051,23627,0,26002.5
"8876","CD8+ central memory T cells","Others","CALM1","PTPRA",0.0291892154557443,21169.5,0.00241051917054549,26970,0.538736887303069,21884,0.738230084429355,12363,0.94112230914089,18628,0,26002.5
"8877","Eosinophil-basophil-mast cell progenitors","Plasmacytoid dendritic cells","HGF","ST14",0.0291928451771341,22684.1,0.0527311211271169,331,1.66264559483543,1869,0.510791076422894,20331,0.80463413886317,64887,0,26002.5
"8878","CD8+ effector memory T cells","HSCs & MPPs","HLA-B","CANX",0.0291941973184497,19083.5,0.00141628397753854,40538,0.710738296911975,14543,0.865513793210257,9409,0.969953674356148,4925,0,26002.5
"8879","Conventional dendritic cell 2","Pre-pro-B cells","LILRB4","LAIR1",0.0291973936794527,13857.7,0.0105011761193399,4518,1.44719187408144,3094,1.03402693980757,6597,0.915854621919778,29077,0,26002.5
"8880","GammaDelta T cells","Plasmacytoid dendritic cells","B2M","LILRB1",0.0292054533366596,16232.7,0.00368662584190554,18171,0.74870225511115,13336,0.760178353107309,11824,0.956504952955739,11830,0,26002.5
"8881","CD8+ effector memory T cells","Pre-B cells","TGFB1","CXCR4",0.0292162826047138,18847.5,0.0024100412558424,26975,0.592775171316667,19142,0.835999680505083,9991,0.955842199517657,12127,0,26002.5
"8882","Plasmacytoid dendritic cell progenitors","Non-classical monocytes","HLA-A","LILRB2",0.0292353876235481,11492.5,0.00972748230335144,5098,1.56420575647466,2392,0.583825853395415,17370,0.966713591851094,6600,0,26002.5
"8883","Pre-B cells","CD8+ central memory T cells","HLA-E","KLRK1",0.0292433698294464,22259.9,0.00309420677889082,21689,0.455604226152697,26980,0.424880210686617,24509,0.955862853217822,12119,0,26002.5
"8884","Myelocytes","Classical Monocytes","HLA-B","LILRB2",0.0292478792178979,16117.9,0.00465856618389673,14009,0.710581847427533,14550,0.672046728226526,14300,0.956744137356601,11728,0,26002.5
"8885","Class switched memory B cells","Conventional dendritic cell 2","HLA-DPA1","CD4",0.0292709075864643,11557.5,0.00713920063458919,8001,1.13509784090909,5783,1.30453585141002,3448,0.950631856993661,14553,0,26002.5
"8886","Myelocytes","NK exhausted","B2M","CD247",0.0292709075864643,12915.7,0.00450034813767285,14553,0.824132260612955,11280,0.754655398972069,11961,0.980508325146378,782,0,26002.5
"8887","Non-classical monocytes","CD8+ effector memory T cells","HLA-A","CD3D",0.0293093173376035,13125.1,0.00449884209965908,14558,0.738257539225494,13647,0.82469922680457,10230,0.978990788330077,1188,0,26002.5
"8888","Late promyelocytes","GammaDelta T cells","LGALS1","PTPRC",0.0293114692461466,10644.5,0.00380576348859933,17516,1.07480325469854,6606,1.72279450393217,1158,0.976599438478719,1940,0,26002.5
"8889","CD4+ naive T cells","CD8+ naive T cells","B2M","CD3G",0.0293138906484587,19284.7,0.00376816578739301,17731,0.455454106030611,26993,0.443933647132252,23518,0.975979445170912,2179,0,26002.5
"8890","Early promyelocytes","NK exhausted","HLA-B","KLRD1",0.0293170036598505,11282.5,0.00449837814288566,14559,1.12941313201006,5872,0.939399879855416,8053,0.976629217358562,1926,0,26002.5
"8891","Pro-B cells","NK resident","HLA-E","KLRC3_KLRD1",0.0293246914398235,15356.5,0.00449820347026315,14560,0.741920191917562,13540,0.706192750538155,13249,0.961344015669577,9431,0,26002.5
"8892","GammaDelta T cells","Immature B cells","TGFB1","CXCR4",0.0293356167106123,16367.1,0.00267903474610125,24674,0.707027392505695,14676,1.12128377349159,5382,0.958022181767871,11101,0,26002.5
"8893","Pre-B cells","Pre-pro-B cells","HMGB1","CXCR4",0.0293368575708441,15659.7,0.00141697224572879,40529,1.07458193622493,6608,1.27493925205365,3719,0.978128739483694,1440,0,26002.5
"8894","Classical Monocytes","CD8+ effector memory T cells","HLA-E","KLRK1",0.0293410502384193,20714.7,0.00306288738929313,21894,0.455384251793398,26998,0.608492531861732,16457,0.955647749270739,12222,0,26002.5
"8895","Lymphomyeloid prog","Plasmacytoid dendritic cells","HLA-DPA1","CD4",0.0293554571402873,13836.9,0.00713271376620267,8015,1.03471234915054,7208,0.701417768393568,13395,0.950610521583617,14564,0,26002.5
"8896","Pre-B cells","CD8+ naive T cells","PKM","CD44",0.0293573556527163,18209.3,0.0024068645782638,27001,0.672551101948921,15912,0.7770003880035,11421,0.958873428459293,10710,0,26002.5
"8897","NK resident","NK resident","CALM1","PTPRA",0.0293627924014056,20460.3,0.0024068546312814,27002,0.563098435951681,20596,0.833443274172068,10051,0.941080144181279,18650,0,26002.5
"8898","Lymphomyeloid prog","Conventional dendritic cell 1","TNFSF13B","HLA-DPB1",0.0293631522113741,10795.5,0.00449721440303096,14565,1.31041430968654,4158,1.44557291723885,2437,0.966267918513108,6815,0,26002.5
"8899","NK exhausted","NK exhausted","CALM1","PTPRA",0.0293899882283054,20438.9,0.00240655346685009,27007,0.556735214039388,20915,0.855269068470797,9616,0.941076674806108,18654,0,26002.5
"8900","CD8+ effector memory T cells","Classical Monocytes","HSP90B1","ASGR1",0.0293939470845718,19008.5,0.00539691681024312,11682,0.74431114339105,13466,0.662783123006862,14569,0.915239233229289,29323,0,26002.5
"8901","Erythro-myeloid progenitors","Non-classical monocytes","FABP5","RXRA",0.0294063153944305,15768.5,0.00771700736038453,7154,1.08379511410665,6479,0.744658513821309,12197,0.920835936779091,27010,0,26002.5
