"","source","target","ligand.complex","receptor.complex","aggregate_rank","mean_rank","natmi.edge_specificity","natmi.rank","connectome.weight_sc","connectome.rank","logfc.logfc_comb","logfc.rank","sca.LRscore","sca.rank","cellphonedb.pvalue","cellphonedb.rank"
"7763","CD8+ naive T cells","Small pre-B cell","IL16","CD9",0.0111047564101783,16516.6,0.00591977329520051,13269,1.25058626943334,6941,1.25316979357731,5377,0.931285676632655,28049,0,28947
"7764","Late promyelocytes","CD8+ effector memory T cells","HLA-A","CD3G",0.011108716030894,22338.2,0.00310118315714759,27627,0.755386875729176,19053,0.485581577287046,28051,0.966346616507602,8013,0,28947
"7765","Myelocytes","NK cell progenitors","S100A12","CD36",0.0111095001716522,14037.2,0.0103740399988734,5953,1.40638684888229,4944,1.74124231037724,1572,0.930032444650425,28770,0,28947
"7766","Early erythroid progenitor","Mature naive B cells","VCAN","SELL",0.0111146575797138,19393.4,0.00462399383550008,18204,0.759508153120627,18893,1.04939164986824,8797,0.941257092920235,22126,0,28947
"7767","GammaDelta T cells","CD8+CD103+ tissue resident memory T cells","CD48","CD2",0.0111191282289762,13545.8,0.00560242743515365,14273,1.15798344582665,8452,1.14005822065823,7066,0.96466082878799,8991,0,28947
"7768","Non-classical monocytes","Myelocytes","GNAI2","ADCY7",0.0111251493182805,20261.6,0.00560238562053461,14275,0.909812584992035,13976,0.929037017014891,11383,0.923360140012013,32727,0,28947
"7769","Classical Monocytes","CD4+ memory T cells","ADAM15","ITGB1",0.0111341854194366,22144.2,0.00560154327916479,14278,0.920669594393473,13681,0.86975686863247,13014,0.909702738343918,40801,0,28947
"7770","Class switched memory B cells","Classical Monocytes","HLA-A","LILRB2",0.0111492575054308,14482.2,0.00656577469924917,11592,1.0549010317169,10447,0.826681541916379,14283,0.967780917570183,7142,0,28947
"7771","CD4+ memory T cells","Myelocytes","CD99","PILRA",0.0111563196437053,21730.4,0.00488833072138773,16968,0.78961127946541,17766,0.745485393535016,16896,0.931243421697083,28075,0,28947
"7772","CD56dimCD16+ NK cells","Plasma cells","CALM1","INSR",0.011158306663193,24543.4,0.0030476659408477,28076,0.57036379007318,27550,0.856336503903032,13405,0.936910690903488,24739,0,28947
"7773","Megakaryocyte progenitors","Non-classical monocytes","COL1A2","CD44",0.0111637407912037,12302.2,0.0150469033522302,3205,1.89301833023458,1898,1.20651413778617,5963,0.942297404596354,21498,0,28947
"7774","Megakaryocyte progenitors","Pre-B cells","MYL9","CD69",0.0111691742012319,11926.6,0.0103625102745965,5964,3.24244476404351,251,1.55174661326044,2525,0.941545381008391,21946,0,28947
"7775","CD8+ central memory T cells","CD8+ naive T cells","HLA-E","CD8A",0.0111702347265236,23831,0.00304654426946237,28082,0.659890973424712,23136,0.646046997487279,20581,0.947716756367088,18409,0,28947
"7776","CD4+ memory T cells","Mature naive B cells","SELPLG","SELL",0.0111722237284285,21320.4,0.00434522762984133,19585,0.776588257783276,18248,0.916646170595335,11739,0.93123457761923,28083,0,28947
"7777","Conventional dendritic cell 2","Mature naive B cells","LGALS9","PTPRC",0.011174213013657,20763,0.00304605229184672,28084,0.865014904554401,15211,0.779342262412946,15764,0.952176583327574,15809,0,28947
"7778","CD8+ naive T cells","Conventional dendritic cell 1","LTB","CD40",0.0111762025822392,21388.6,0.00475518146178627,17577,0.780680106036375,18102,0.828135868009755,14232,0.931231649947238,28085,0,28947
"7779","Small pre-B cell","Myelocytes","HLA-DRA","CD4",0.0111794464005401,14059.4,0.00559664036385179,14293,1.10370256237025,9422,1.28939908272518,4941,0.957827304371646,12694,0,28947
"7780","CD56dimCD16+ NK cells","Pre-B cells","CALM1","INSR",0.0111881459458574,26906.2,0.0030450574021168,28091,0.570109611681991,27572,0.542275780978905,25168,0.936885379218124,24753,0,28947
"7781","CD8+ effector memory T cells","CD4+ memory T cells","HLA-A","CD3G",0.0111909248491045,11668.8,0.00555859723002857,14427,1.3232690555536,5951,1.2062484669425,5968,0.974647290004956,3051,0,28947
"7782","HSCs & MPPs","Classical Monocytes","VCAN","SELL",0.0111981065466522,24368.8,0.00330072188990955,26059,0.625593269713462,24665,0.833059507177134,14077,0.931213886277832,28096,0,28947
"7783","Conventional dendritic cell 1","Pro-B cells","BTLA","CD79A",0.0112040863114926,21171,0.00874004977649405,7700,0.738855510126086,19723,0.627946381427843,21386,0.931206019909636,28099,0,28947
"7784","Megakaryocyte progenitors","Early erythroid progenitor","F13A1","ITGA4",0.0112072556994619,13828.6,0.0103539433226097,5971,2.0567286430373,1369,1.36351567107816,4080,0.930024853735792,28776,0,28947
"7785","Eosinophil-basophil-mast cell progenitors","CD8+CD103+ tissue resident memory T cells","HLA-A","CD8B",0.0112127231319019,15251.4,0.0055942273027368,14304,0.994876259170428,11778,0.884992873327674,12569,0.965203300675097,8659,0,28947
"7786","Non-classical monocytes","Plasma cells","TNFSF13","TNFRSF13B",0.0112157518741629,18198.4,0.0273622996417045,1132,0.898155646156483,14305,1.01381856947213,9488,0.915942123010743,37120,0,28947
"7787","Classical Monocytes","Myelocytes","SELPLG","SELL",0.0112160535048093,22079.2,0.00434022615041038,19628,0.750081659035259,19264,0.820855727846226,14452,0.931197693189163,28105,0,28947
"7788","Nonswitched memory B cells","CD8+ central memory T cells","HLA-B","CD3G",0.01122787282188,12168.6,0.00559274717657203,14309,1.26989858433801,6668,1.04816721619818,8820,0.976840949080695,2099,0,28947
"7789","Early erythroid progenitor","NK T cells","LRPAP1","LRP8",0.0112290539974324,17007.4,0.0167257051369423,2658,1.60353363626218,3326,1.20565850541749,5975,0.903865467576306,44131,0,28947
"7790","Myelocytes","Classical Monocytes","HLA-A","APLP2",0.0112320256671312,18347.8,0.00304266011184776,28113,0.886302188892569,14619,0.745051393939446,16908,0.974448772255101,3152,0,28947
"7791","Pre-pro-B cells","CD8+ effector memory T cells","HLA-A","CD3D",0.0112345078289304,12078,0.00451002863407978,18780,1.32105637052624,5976,1.25005676730306,5408,0.979364484045606,1279,0,28947
"7792","CD4+ naive T cells","CD56dimCD16+ NK cells","CD48","CD2",0.0112400185689011,22069.4,0.00304125982292641,28117,0.670387554682851,22654,0.800997808905431,15073,0.952633746391003,15556,0,28947
"7793","Conventional dendritic cell 2","Conventional dendritic cell 2","PTPN6","CLEC12A",0.0112460162308375,21720,0.00666190794551036,11329,0.716361525965027,20647,0.67287976419736,19557,0.9311724470238,28120,0,28947
"7794","Classical Monocytes","Late promyelocytes","VCAN","ITGA4",0.0112460162308375,18751.8,0.00304098335035923,28120,1.24978199631182,6952,1.51192883394783,2785,0.933146004211671,26955,0,28947
"7795","CD56dimCD16+ NK cells","Conventional dendritic cell 2","B2M","LILRB2",0.0112540170957889,21772,0.00304058665670913,28124,0.740111448575562,19678,0.576233341363238,23576,0.965422607772873,8535,0,28947
"7796","Erythro-myeloid progenitors","Megakaryocyte progenitors","ANGPT1","ITGB1",0.0112618025397022,15565.4,0.0103406424128293,5981,1.65566607311601,3009,1.38074204276529,3894,0.917884743407991,35996,0,28947
"7797","Conventional dendritic cell 1","Pre-pro-B cells","CXCL12","ITGA4",0.0112620225138003,17272,0.00496522718174168,16632,1.00024258254951,11653,1.93279967037642,1000,0.93116089640618,28128,0,28947
"7798","Conventional dendritic cell 2","GammaDelta T cells","S100A8","ITGB2",0.0112640245799464,23352.6,0.0030401344941105,28129,0.604222278947475,25732,0.605525716297455,22290,0.959770284212477,11665,0,28947
"7799","Immature B cells","Non-classical monocytes","HLA-DRB1","CD4",0.011264293100069,15556.6,0.00657076992122448,11578,1.03525119091092,10862,0.903695693983527,12075,0.954810469865042,14321,0,28947
"7800","Myelocytes","NK T cells","LGALS9","PTPRC",0.0112660269308106,17886.6,0.00304011695523871,28130,0.869496191685439,15101,1.78194152551958,1422,0.952132155908714,15833,0,28947
"7801","Early erythroid progenitor","Myelocytes","VCAN","SELL",0.0112740391820553,21218.6,0.00424650342836242,20125,0.697001672444934,21495,0.908432112751623,11951,0.938857956711731,23575,0,28947
"7802","Early erythroid progenitor","Myelocytes","VCAN","CD44",0.0112760429569653,23858.8,0.00312089451898871,27484,0.577531514394332,27130,0.838868678276046,13915,0.941782925158292,21818,0,28947
"7803","CD4+ naive T cells","CD8+ central memory T cells","HLA-E","KLRK1",0.0112760429569653,19819.6,0.0030398663827416,28135,0.818948954378069,16714,0.804176949889179,14970,0.962246495150898,10332,0,28947
"7804","Immature B cells","CD8+ effector memory T cells","HLA-DRA","LAG3",0.0112764523534137,12685.6,0.00902401706400306,7318,1.18156813838094,8058,1.30112258487101,4780,0.954808051989687,14325,0,28947
"7805","Late erythroid progenitor","Megakaryocyte progenitors","TLN1","ITGB5",0.0112781998168891,24848.8,0.0103368555428566,5984,1.76612206943993,2412,0.52816182304682,25903,0.871870312919127,60998,0,28947
"7806","CD4+ memory T cells","Pre-pro-B cells","CALM1","MYLK",0.0112800513615165,18300,0.00555848192194525,14428,1.20961995848818,7570,0.89070098679214,12418,0.931147940810736,28137,0,28947
"7807","CD8+ effector memory T cells","Plasmacytoid dendritic cells","BST2","LILRA4",0.0112825310832146,11448.8,0.016829370178273,2630,5.01936783683912,43,1.09545215283459,7909,0.948928174014845,17715,0,28947
"7808","Aberrant erythroid","CD8+CD103+ tissue resident memory T cells","CD55","ADGRE5",0.0112825310832146,57307.8,0.000858314099306631,66689,0.0740171888424649,68955,-0.0117707608056969,63777,0.877767062547799,58171,0,28947
"7809","CD8+CD103+ tissue resident memory T cells","Classical Monocytes","PTPN6","CLEC12A",0.011288621194869,19545.8,0.00558699458849122,14329,1.06271033228445,10271,0.88479275945145,12582,0.925315219932985,31600,0,28947
"7810","Classical Monocytes","CD8+ effector memory T cells","F13A1","ITGB1",0.0112916649039239,22449.6,0.00558679790229079,14330,0.930586995034166,13399,0.929495586060118,11370,0.903739822736899,44202,0,28947
"7811","CD69+PD-1+ memory CD4+ T cells","Megakaryocyte progenitors","TLN1","ITGB3",0.0112946124395401,18191.6,0.0121277211224841,4626,2.84308736649446,405,1.20492669814975,5987,0.891345296695423,50993,0,28947
"7812","Late erythroid progenitor","NK T cells","ICAM4","ITGAL",0.0112947092126016,21846.2,0.0133067800053733,3973,0.897356304493392,14331,1.16791535991849,6573,0.883039421401733,55407,0,28947
"7813","Classical Monocytes","Small pre-B cell","ADAM10","TSPAN14",0.0112977541209752,19630,0.00558642218060503,14332,1.04288219318325,10704,1.0039690545468,9701,0.92042637210887,34466,0,28947
"7814","Plasmacytoid dendritic cells","Nonswitched memory B cells","APP","NOTCH2",0.0113000867249094,14284.4,0.0103311822713676,5988,1.86805049937448,1976,1.3867432409261,3833,0.926765360885152,30678,0,28947
"7815","CD56brightCD16- NK cells","CD4+ memory T cells","B2M","CD3D",0.0113000867249094,11593.4,0.00460487292956704,18282,1.43617400127502,4635,1.20492109677193,5988,0.984963515440014,115,0,28947
"7816","Conventional dendritic cell 2","Conventional dendritic cell 2","VCAN","ITGB1",0.0113021179677811,25403.4,0.00308576001381713,27757,0.593085562798911,26298,0.776145250286044,15867,0.931134943523442,28148,0,28947
"7817","GammaDelta T cells","CD8+CD103+ tissue resident memory T cells","HLA-C","CD8B",0.011303845737103,14186.8,0.00672669399279096,11183,1.08420979485409,9823,0.824461462129732,14334,0.968631939732158,6647,0,28947
"7818","Non-classical monocytes","Myelocytes","TIMP2","CD44",0.0113061337856654,23401.4,0.00453385012954345,18655,0.637754436143381,24107,0.738294936364384,17148,0.931131679842121,28150,0,28947
"7819","Plasma cells","Classical Monocytes","HSP90B1","TLR2",0.0113099397528929,11389.6,0.0180254285368563,2356,1.11905037951576,9149,1.61492883017249,2160,0.954794972946841,14336,0,28947
"7820","Myelocytes","Myelocytes","PKM","CD44",0.0113101507449746,17557.2,0.00303773339406922,28152,0.922481019570152,13621,1.14678061764873,6946,0.962616053849027,10120,0,28947
"7821","HSCs & MPPs","CD56dimCD16+ NK cells","FBN1","ITGB1",0.0113129876608441,20087.2,0.00819396454304747,8461,1.30550908597272,6197,0.824400411547092,14337,0.9067369016559,42494,0,28947
"7822","Early promyelocytes","CD56dimCD16+ NK cells","B2M","KLRD1",0.0113494320879874,11592.4,0.00488401665692617,16984,1.3273268668266,5900,1.20439310956726,5997,0.984818837610017,134,0,28947
"7823","CD8+CD103+ tissue resident memory T cells","Classical Monocytes","HMGB1","TLR2",0.0113544127010229,19324.4,0.00801771897699648,8733,0.957829148986516,12697,0.483416792347384,28174,0.948342694706576,18071,0,28947
"7824","Megakaryocyte progenitors","Conventional dendritic cell 2","GP1BA","ITGAM_ITGB2",0.0113604165061639,14158.4,0.0288744062519506,1018,2.00610768391651,1496,1.20438747582804,5999,0.922323432666925,33332,0,28947
"7825","Conventional dendritic cell 1","Non-classical monocytes","HLA-DQA1","CD4",0.0113665081612219,18273.8,0.00784832616905485,9011,0.914687095104271,13860,0.929483945491381,11371,0.931072358344157,28180,0,28947
"7826","GammaDelta T cells","CD8+ central memory T cells","HLA-B","CD3G",0.0113679526980129,12099,0.00557965096465439,14355,1.26648168325988,6712,1.07013172431364,8375,0.976814416049317,2106,0,28947
"7827","Conventional dendritic cell 2","Pre-pro-B cells","CD14","ITGA4",0.0113685250730205,21002,0.00571466613849401,13888,0.651037049787285,23543,0.969660180161608,10451,0.931070758173626,28181,0,28947
"7828","Classical Monocytes","Early erythroid progenitor","TGFB1","ITGB1",0.0113745775263383,23949.6,0.00303395194136839,28184,0.768835741985244,18544,0.648607299008716,20486,0.938830602851262,23587,0,28947
"7829","Early erythroid progenitor","Myelocytes","HMGB1","TLR4",0.0113765955835198,22272.2,0.00492492443658333,16805,0.712229239451758,20832,0.604760257151035,22328,0.940655867771287,22449,0,28947
"7830","Classical Monocytes","Plasma cells","GNAI2","CAV1",0.0113771324717812,18318.6,0.00704802336879345,10461,0.896578569462994,14358,1.15502288857139,6799,0.92625623383361,31028,0,28947
"7831","HSCs & MPPs","CD56dimCD16+ NK cells","CD59","CD2",0.011380632557179,25624,0.00303359210750015,28187,0.634321659814469,24271,0.634155183264549,21119,0.935443933964825,25596,0,28947
"7832","Classical Monocytes","Non-classical monocytes","NAMPT","INSR",0.0113832553292027,22025.6,0.0055787963044528,14360,0.911317021735864,13941,0.948236043681596,10953,0.907763263928926,41927,0,28947
"7833","CD4+ naive T cells","CD8+ effector memory T cells","HLA-E","KLRK1",0.0113907300053111,19779.2,0.0030328150115734,28192,0.816671818784393,16800,0.816085838568829,14605,0.962204289557906,10352,0,28947
"7834","Early erythroid progenitor","Myelocytes","HMGB1","CD163",0.0113947709907981,18601.4,0.00772565424272855,9213,0.855096411710516,15520,0.699186621097763,18569,0.943558909294223,20758,0,28947
"7835","Early erythroid progenitor","Myelocytes","HSP90B1","LRP1",0.0113988131230706,20835.4,0.00672631550911389,11184,0.723578063477123,20341,0.517344846342555,26410,0.94961066960372,17295,0,28947
"7836","Early erythroid progenitor","Myelocytes","HMGB1","TLR2",0.0114008346193276,20985.4,0.00602499494800814,12987,0.763705752140744,18744,0.614907252106688,21908,0.940878292990679,22341,0,28947
"7837","CD4+ memory T cells","Non-classical monocytes","CD28","CD86",0.0114016383474796,20258,0.0351867095949806,710.5,1.30815104493307,6160.5,0.82362992491774,14365.5,0.891123083790109,51106.5,0,28947
"7838","Early erythroid progenitor","Myelocytes","HSP90B1","ASGR1",0.0114069008289484,14988,0.0144603896819059,3441,1.0046396443552,11558,0.695907831843753,18698,0.958569515659365,12296,0,28947
"7839","Megakaryocyte progenitors","Conventional dendritic cell 2","APP","CD74",0.0114099309807859,11858,0.00477997360759654,17435,1.31920674466388,6008,1.49452922343142,2909,0.972890895114359,3991,0,28947
"7840","Early erythroid progenitor","Classical Monocytes","FABP5","RXRA",0.0114109464030419,15186.4,0.0114404146757252,5088,1.35020157574878,5595,1.08456760452718,8100,0.931032450778247,28202,0,28947
"7841","Classical Monocytes","CD8+ central memory T cells","SECTM1","CD7",0.0114169740908318,20232.2,0.017453777738462,2469,1.04870711690339,10576,0.823527467730276,14371,0.902618084110693,44798,0,28947
"7842","Conventional dendritic cell 1","Classical Monocytes","ICAM2","ITGAM_ITGB2",0.0114230900128714,22044.2,0.0042366760242411,20183,0.824672043297459,16516,0.762245691262475,16367,0.931026191915946,28208,0,28947
"7843","GammaDelta T cells","HSCs & MPPs","CCL5","SDC1",0.011426182767764,11588.2,0.010409018713229,5915,1.31345981085699,6077,1.53360496337558,2628,0.954738452738711,14374,0,28947
"7844","Plasma cells","CD8+ central memory T cells","HLA-C","CD3D",0.0114264665855437,11027.4,0.0049649213142574,16634,1.3190403884782,6011,1.53003941341865,2650,0.980602846466363,895,0,28947
"7845","CD8+ central memory T cells","Myelocytes","HMGB1","TLR2",0.0114271401794782,22478.4,0.00591844268289838,13273,0.74815551941524,19347,0.482629397946488,28210,0.940380058269814,22615,0,28947
"7846","Megakaryocyte progenitors","Myelocytes","CCN2","ITGAM",0.0114319818757281,17115.6,0.0429068715320357,511,1.47412443579617,4272,1.20366887374783,6012,0.900844630113906,45836,0,28947
"7847","Pro-B cells","CD56dimCD16+ NK cells","HMGB1","HAVCR2",0.0114353968703058,12056.4,0.00850581933253093,7998,1.41277394641069,4877,1.36331425635089,4083,0.954737335652668,14377,0,28947
"7848","Conventional dendritic cell 2","Small pre-B cell","VCAN","ITGA4",0.0114474082484852,24292.2,0.00333199597616045,25830,0.558135032980521,28220,0.865189850573324,13146,0.935940879386172,25318,0,28947
"7849","Plasmacytoid dendritic cells","CD8+ effector memory T cells","HLA-C","CD8A",0.0114476907836199,13354.6,0.00688874726155848,10792,1.21711251009161,7456,0.823065719628728,14381,0.970901602948784,5197,0,28947
"7850","CD8+ effector memory T cells","NK T cells","B2M","LILRB1",0.0114569175536156,11343.8,0.00556966499010028,14384,1.20104993734587,7737,1.52548699366228,2683,0.974817583216586,2968,0,28947
"7851","Mature naive B cells","Conventional dendritic cell 1","LTB","TNFRSF1A",0.011457553061964,22302.2,0.00359507219245321,24014,0.823401439814323,16560,0.843748203195548,13765,0.930987998334559,28225,0,28947
"7852","Late promyelocytes","CD4+ memory T cells","HLA-B","CD3D",0.0114595828874668,20752.4,0.00302887283647128,28226,0.804567039452282,17245,0.498612921675974,27323,0.977034288843495,2021,0,28947
"7853","CD8+ effector memory T cells","CD8+ central memory T cells","CD48","CD2",0.0114630717513841,13352.8,0.00556890582772022,14386,1.18858640642725,7947,1.17588233674283,6437,0.964558391571328,9047,0,28947
"7854","CD8+CD103+ tissue resident memory T cells","Pre-pro-B cells","CALM1","MYLK",0.0114636434015241,18120.8,0.00552954731051875,14534,1.20509635621359,7659,0.93557743626894,11236,0.930980450938576,28228,0,28947
"7855","Megakaryocyte progenitors","Late erythroid progenitor","CXCL12","ITGA4",0.0114663028651784,11940.2,0.00791614322871277,8900,2.0183301995323,1464,2.65394660808798,266,0.944688932005802,20124,0,28947
"7856","Megakaryocyte progenitors","Eosinophil-basophil-mast cell progenitors","THBS1","ITGA4",0.0114706368370938,15532.8,0.0116225163635266,4964,1.41515421881542,4848,1.20292135840513,6019,0.923100638102293,32886,0,28947
"7857","Plasma cells","Non-classical monocytes","B2M","LILRB1",0.0114723075761609,14680.8,0.00556743140178576,14389,0.935966161266862,13253,0.841550620675401,13843,0.974812659497414,2972,0,28947
"7858","Non-classical monocytes","Non-classical monocytes","HLA-DQA2","CD4",0.0114753873922129,19659.4,0.0117178273200608,4896,1.04278649367055,10709,0.822742753230661,14390,0.912209104207027,39355,0,28947
"7859","NK cell progenitors","Classical Monocytes","GNAI2","FPR1",0.0114816965245923,13092,0.0150785077986461,3191,1.31831118860481,6021,1.22962262105353,5646,0.942052234042748,21655,0,28947
"7860","Conventional dendritic cell 2","NK T cells","TLN1","ITGB3",0.0114877126973427,17487.2,0.0179654285198938,2369,2.72909179617976,495,0.82264106319966,14394,0.90896268919641,41231,0,28947
"7861","Late promyelocytes","Plasmacytoid dendritic cells","HLA-DPB1","CD4",0.0115104220985151,23709,0.00364584860054226,23632,0.878600921499236,14838,0.481904048665944,28251,0.939955768055575,22877,0,28947
"7862","Early erythroid progenitor","Early erythroid progenitor","CXCL12","ITGB1",0.0115144970169075,14856.8,0.00620634190418419,12470,1.32622239264188,5912,1.76342255253855,1490,0.935662527823399,25465,0,28947
"7863","Conventional dendritic cell 2","Mature naive B cells","HMGB1","CXCR4",0.0115154799933047,19982.2,0.00184766496177532,41789,0.894139333755385,14403,0.864902092201639,13153,0.978280955673868,1619,0,28947
"7864","Early promyelocytes","Mature naive B cells","MIF","CD74_CXCR4",0.0115204594133746,12865.6,0.00310889781430078,27564,1.31764708605018,6028,1.70131552378917,1735,0.985679403191656,54,0,28947
"7865","Pre-B cells","Conventional dendritic cell 2","B2M","CD1C",0.011526003826828,15839,0.0139647398588025,3630,1.31755120534638,6029,0.347555017428049,36513,0.972758961439572,4076,0,28947
"7866","Classical Monocytes","Non-classical monocytes","LGALS9","CD47",0.0115308082329287,24163.4,0.00302535649207164,28261,0.745968902498249,19428,0.634134548681322,21121,0.93969008231073,23060,0,28947
"7867","Megakaryocyte progenitors","CD8+CD103+ tissue resident memory T cells","HLA-B","CD8A",0.0115340187444133,14973.4,0.00556438042264309,14400,1.01512650865328,11313,0.82210664244392,14409,0.969978844586596,5798,0,28947
"7868","Megakaryocyte progenitors","Conventional dendritic cell 2","COL1A2","CD36",0.0115435362861286,13729,0.0315908362414325,872,2.01406692240665,1469,1.18378307115284,6315,0.92623021430292,31042,0,28947
"7869","Aberrant erythroid","CD8+CD103+ tissue resident memory T cells","BAG6","NCR3",0.0115446729740544,39508.8,0.00371041794587585,23202,0.456678531758847,34529,0.337638885593238,37112,0.841165584923992,73754,0,28947
"7870","Non-classical monocytes","Conventional dendritic cell 1","LGALS9","CD44",0.0115450957055316,22567,0.00302408616535063,28268,0.896695668174558,14355,0.702837226594264,18429,0.940038008664469,22836,0,28947
"7871","Eosinophil-basophil-mast cell progenitors","CD56dimCD16+ NK cells","HLA-E","KLRC3_KLRD1",0.0115481986343851,11795,0.00549967290523399,14621,1.3172796175609,6033,1.36231241222043,4095,0.970768492219989,5279,0,28947
"7872","Late erythroid progenitor","Late erythroid progenitor","CALM2","AQP1",0.0115491804407389,18029.2,0.0215973162976957,1703,1.23178357320846,7221,0.566369743854442,24005,0.930899473400425,28270,0,28947
"7873","Myelocytes","CD8+ effector memory T cells","HLA-E","KLRC3_KLRD1",0.0115532663320306,22865,0.00302352615476855,28272,0.620992403695261,24894,0.631760909853837,21211,0.96097359347378,11001,0,28947
"7874","Plasmacytoid dendritic cells","Conventional dendritic cell 1","APP","NCSTN",0.0115537516258298,15637.6,0.0102700791449269,6034,1.82635471818317,2143,1.24068577201016,5522,0.918673638195211,35542,0,28947
"7875","Non-classical monocytes","CD56dimCD16+ NK cells","HLA-DPB1","LAG3",0.0115573533796521,20558.2,0.00502957185807039,16387,0.846228495936985,15814,0.85751591039909,13369,0.930891148082201,28274,0,28947
"7876","Myelocytes","Lymphomyeloid prog","VCAN","ITGB1",0.0115716671559677,20106.2,0.00306170659949603,27965,1.12902953107466,8970,1.18018964492253,6368,0.930883623559399,28281,0,28947
"7877","Classical Monocytes","Plasmacytoid dendritic cells","HLA-DQA2","CD4",0.0115742608281514,22748.2,0.0077242034322284,9216,1.00538823769005,11541,0.821616915468319,14422,0.894025433820273,49615,0,28947
"7878","Conventional dendritic cell 2","NK cell progenitors","LGALS9","CD44",0.0115757594101108,21987.6,0.00302190656837106,28283,0.759869540883922,18881,0.946870742967978,10981,0.940017685143426,22846,0,28947
"7879","CD69+PD-1+ memory CD4+ T cells","CD8+ central memory T cells","HLA-B","CD3D",0.0115759807565482,11758,0.00469249991593878,17875,1.3170390950934,6038,1.2648781980412,5247,0.981465389432169,683,0,28947
"7880","Mature naive B cells","Plasmacytoid dendritic cells","HLA-DOB","CD4",0.0115818999620521,15230.2,0.0324927237582725,835,1.19816870795623,7788,0.976985712494931,10295,0.930871749610912,28286,0,28947
"7881","CD4+ naive T cells","CD8+ effector memory T cells","HLA-B","KLRD1",0.0115962380509387,18375.8,0.0030200148802006,28293,0.827578385487535,16413,0.776738980998008,15850,0.97610511669908,2376,0,28947
"7882","NK cell progenitors","CD56dimCD16+ NK cells","HLA-E","KLRC1_KLRD1",0.0116038058078467,12273,0.00538373883519484,15026,1.31613610490651,6043,1.20192799791662,6043,0.970729869747747,5306,0,28947
"7883","Conventional dendritic cell 1","Classical Monocytes","LGALS1","PTPRC",0.0116105903364536,15656.2,0.00301938525510095,28300,0.949782508808695,12881,1.23419434362311,5596,0.975671496835336,2557,0,28947
"7884","Myelocytes","CD8+ effector memory T cells","TIMP2","ITGB1",0.0116187980205144,18931.8,0.00636075049345533,12058,0.861441200538704,15311,0.987921298064499,10039,0.930849474046607,28304,0,28947
"7885","GammaDelta T cells","Megakaryocyte progenitors","CALM1","MYLK",0.0116260967766598,12034.8,0.0102510103112395,6047,2.00082898617054,1515,1.23310873077108,5605,0.948362254782196,18060,0,28947
"7886","Lymphomyeloid prog","NK T cells","F12","GP9",0.0116316738162515,20336,0.0389364100260009,598,1.79570236377341,2276,1.20177030072484,6048,0.865831857481313,63811,0,28947
"7887","HSCs & MPPs","Megakaryocyte progenitors","HSP90AA1","ITGB3",0.0116372822814613,18004.4,0.00828784940398826,8308,2.63606376762828,571,0.569121869626423,23883,0.930829948865041,28313,0,28947
"7888","CD56dimCD16+ NK cells","CD56dimCD16+ NK cells","CD99","PILRB",0.0116393375395328,20321.4,0.00398421629435962,21566,0.935581603814613,13262,1.01239524012313,9518,0.930822798216279,28314,0,28947
"7889","Nonswitched memory B cells","CD4+ memory T cells","HLA-DPA1","CD4",0.0116425963524094,13092.6,0.00691815408078537,10725,1.17794075451167,8110,1.45287213734637,3237,0.954639698542182,14444,0,28947
"7890","Myelocytes","Conventional dendritic cell 2","PTPN6","CLEC12A",0.0116496181860964,21374,0.00658869850605331,11528,0.710944869947126,20886,0.737178924961519,17190,0.930817500509976,28319,0,28947
"7891","CD4+ memory T cells","NK T cells","HLA-F","LILRB1",0.01165193761494,17615.8,0.00686323396501146,10856,0.892490965440673,14447,1.34976453134155,4228,0.928639521149266,29601,0,28947
"7892","Pro-B cells","Megakaryocyte progenitors","MFGE8","ITGB3",0.0116520846090189,24328.6,0.023487342041757,1476,2.94793481240236,347,0.977713271447535,10281,0.819368502669854,80592,0,28947
"7893","Myelocytes","Mature naive B cells","CD14","ITGB2",0.0116537324781924,19926.6,0.00505643620504278,16282,0.864806363833454,15218,0.951912051054719,10865,0.930816549307705,28321,0,28947
"7894","Conventional dendritic cell 2","CD69+PD-1+ memory CD4+ T cells","VCAN","CD44",0.0116640232942635,22769.6,0.003223549382189,26657,0.556216597175525,28326,1.05611139502152,8637,0.942663815842372,21281,0,28947
"7895","Classical Monocytes","Pre-B cells","CALM1","HMMR",0.0116702012725646,17922.8,0.00800138558892284,8762,1.42876254912484,4710,0.480584216312403,28329,0.946907422033287,18866,0,28947
"7896","Conventional dendritic cell 2","Non-classical monocytes","HLA-B","LILRB1",0.0116768744147518,19063.8,0.00555066013215729,14455,0.924471667227805,13569,0.421632962099906,31743,0.9686974269869,6605,0,28947
"7897","Early erythroid progenitor","Plasmacytoid dendritic cells","VCAN","SELL",0.0116825650825288,20633.8,0.00441507251631137,19234,0.724914065022789,20290,0.913511702448746,11822,0.939965773935036,22876,0,28947
"7898","Myelocytes","HSCs & MPPs","VCAN","ITGA4",0.0116825650825288,20160.2,0.0030154473649088,28335,1.0540126348395,10464,1.20877580596229,5935,0.932882487206216,27120,0,28947
"7899","Classical Monocytes","Non-classical monocytes","TNFSF13B","TFRC",0.0117018501773104,20539.2,0.00732054673348526,9932,1.22072248153971,7398,0.820597821029878,14463,0.90771831484894,41956,0,28947
